# Pathway	ERR11869439_humann_input_Abundance
UNMAPPED	0.254281
UNINTEGRATED	0.694979
UNINTEGRATED|unclassified	0.526688
UNINTEGRATED|g__Alistipes.s__Alistipes_putredinis	0.14317
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	0.00754429
UNINTEGRATED|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0.00517273
UNINTEGRATED|g__Alistipes.s__Alistipes_onderdonkii	0.00508441
UNINTEGRATED|g__Alistipes.s__Alistipes_timonensis	0.00284065
UNINTEGRATED|g__Alistipes.s__Alistipes_shahii	0.00276356
UNINTEGRATED|g__Alistipes.s__Alistipes_finegoldii	0.00179937
UNINTEGRATED|g__Alistipes.s__Alistipes_indistinctus	0.000595602
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	0.000666339
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|unclassified	0.000516886
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Alistipes.s__Alistipes_putredinis	0.000116147
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Alistipes.s__Alistipes_timonensis	1.46379e-05
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Alistipes.s__Alistipes_finegoldii	3.95977e-06
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	2.86036e-06
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Alistipes.s__Alistipes_indistinctus	2.76015e-06
TRNA-CHARGING-PWY: tRNA charging	0.000650446
TRNA-CHARGING-PWY: tRNA charging|unclassified	0.000516445
TRNA-CHARGING-PWY: tRNA charging|g__Alistipes.s__Alistipes_putredinis	0.000108932
TRNA-CHARGING-PWY: tRNA charging|g__Alistipes.s__Alistipes_timonensis	6.30337e-06
TRNA-CHARGING-PWY: tRNA charging|g__Anaerostipes.s__Anaerostipes_hadrus	1.97515e-06
TRNA-CHARGING-PWY: tRNA charging|g__Alistipes.s__Alistipes_shahii	1.24796e-06
PWY-5686: UMP biosynthesis I	0.000642499
PWY-5686: UMP biosynthesis I|unclassified	0.000503064
PWY-5686: UMP biosynthesis I|g__Alistipes.s__Alistipes_putredinis	0.000119503
PWY-5686: UMP biosynthesis I|g__Alistipes.s__Alistipes_timonensis	6.55355e-06
PWY-5686: UMP biosynthesis I|g__Anaerostipes.s__Anaerostipes_hadrus	2.25521e-06
PWY-7790: UMP biosynthesis II	0.000642499
PWY-7790: UMP biosynthesis II|unclassified	0.000503064
PWY-7790: UMP biosynthesis II|g__Alistipes.s__Alistipes_putredinis	0.000114099
PWY-7790: UMP biosynthesis II|g__Alistipes.s__Alistipes_timonensis	4.82242e-06
PWY-7790: UMP biosynthesis II|g__Anaerostipes.s__Anaerostipes_hadrus	2.25521e-06
PWY-7791: UMP biosynthesis III	0.000642499
PWY-7791: UMP biosynthesis III|unclassified	0.000503064
PWY-7791: UMP biosynthesis III|g__Alistipes.s__Alistipes_putredinis	0.000114099
PWY-7791: UMP biosynthesis III|g__Alistipes.s__Alistipes_timonensis	4.82242e-06
PWY-7791: UMP biosynthesis III|g__Anaerostipes.s__Anaerostipes_hadrus	2.25521e-06
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.000629086
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|unclassified	0.000515656
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_putredinis	0.000101054
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_timonensis	5.68425e-06
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Anaerostipes.s__Anaerostipes_hadrus	2.18152e-06
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.000627741
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	0.000517492
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Alistipes.s__Alistipes_putredinis	9.63504e-05
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.00062501
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified	0.000513109
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_putredinis	9.94369e-05
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_timonensis	5.48347e-06
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Anaerostipes.s__Anaerostipes_hadrus	2.41309e-06
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.000621783
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|unclassified	0.000516829
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Alistipes.s__Alistipes_putredinis	9.78394e-05
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Alistipes.s__Alistipes_timonensis	5.63054e-06
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Anaerostipes.s__Anaerostipes_hadrus	2.07814e-06
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	0.000621437
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|unclassified	0.000510592
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_putredinis	9.53589e-05
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_timonensis	5.74446e-06
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)|g__Anaerostipes.s__Anaerostipes_hadrus	2.0624e-06
PWY-1042: glycolysis IV	0.000607748
PWY-1042: glycolysis IV|unclassified	0.000450938
PWY-1042: glycolysis IV|g__Alistipes.s__Alistipes_putredinis	0.000101082
PWY-1042: glycolysis IV|g__Alistipes.s__Alistipes_timonensis	4.6434e-06
PWY-1042: glycolysis IV|g__Anaerostipes.s__Anaerostipes_hadrus	4.05888e-06
PWY-1042: glycolysis IV|g__Alistipes.s__Alistipes_shahii	2.72468e-06
PWY-6609: adenine and adenosine salvage III	0.00059453
PWY-6609: adenine and adenosine salvage III|unclassified	0.000468331
PWY-6609: adenine and adenosine salvage III|g__Alistipes.s__Alistipes_putredinis	0.000112199
PWY-6609: adenine and adenosine salvage III|g__Alistipes.s__Alistipes_timonensis	6.17552e-06
