# Pathway	ERR11866174_humann_input_Abundance
UNMAPPED	0.167603
UNINTEGRATED	0.771301
UNINTEGRATED|unclassified	0.076646
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	0.0670626
UNINTEGRATED|g__Blautia.s__Ruminococcus_gnavus	0.0499926
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	0.0259292
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	0.0237261
UNINTEGRATED|g__Klebsiella.s__Klebsiella_pneumoniae	0.0218549
UNINTEGRATED|g__Megamonas.s__Megamonas_funiformis	0.0213172
UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans	0.020594
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0164852
UNINTEGRATED|g__Streptococcus.s__Streptococcus_salivarius	0.0163929
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bromii	0.0162452
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	0.0123986
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	0.0121134
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_longum	0.0116902
UNINTEGRATED|g__Lactococcus.s__Lactococcus_lactis	0.0110045
UNINTEGRATED|g__Blautia.s__Blautia_obeum	0.0107755
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0.00980809
UNINTEGRATED|g__Bacteroides.s__Bacteroides_plebeius	0.00965883
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caccae	0.00847717
UNINTEGRATED|g__Eubacterium.s__Eubacterium_hallii	0.00802862
UNINTEGRATED|g__Dorea.s__Dorea_longicatena	0.00721992
UNINTEGRATED|g__Blautia.s__Blautia_wexlerae	0.00687363
UNINTEGRATED|g__Hungatella.s__Hungatella_hathewayi	0.00676011
UNINTEGRATED|g__Megasphaera.s__Megasphaera_elsdenii	0.00645576
UNINTEGRATED|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0.0063713
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.00626204
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.00622182
UNINTEGRATED|g__Megamonas.s__Megamonas_rupellensis	0.00607761
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	0.00579812
UNINTEGRATED|g__Ruminococcaceae_unclassified.s__Clostridium_leptum	0.00540543
UNINTEGRATED|g__Megamonas.s__Megamonas_hypermegale	0.00482516
UNINTEGRATED|g__Blautia.s__Ruminococcus_torques	0.00443343
UNINTEGRATED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_65_45_313	0.00403498
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_distasonis	0.00372256
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_merdae	0.00364915
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	0.00361305
UNINTEGRATED|g__Raoultella.s__Raoultella_ornithinolytica	0.00360544
UNINTEGRATED|g__Eisenbergiella.s__Eisenbergiella_massiliensis	0.00338878
UNINTEGRATED|g__Flavonifractor.s__Flavonifractor_plautii	0.00325357
UNINTEGRATED|g__Bacteroides.s__Bacteroides_stercoris	0.00304024
UNINTEGRATED|g__Bacteroides.s__Bacteroides_xylanisolvens	0.00285334
UNINTEGRATED|g__Blautia.s__Blautia_sp_CAG_52	0.00270322
UNINTEGRATED|g__Eubacterium.s__Eubacterium_ramulus	0.00253922
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_AM22_11AC	0.00249198
UNINTEGRATED|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0.00225934
UNINTEGRATED|g__Streptococcus.s__Streptococcus_parasanguinis	0.00215031
UNINTEGRATED|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0.0021045
UNINTEGRATED|g__Roseburia.s__Roseburia_intestinalis	0.00201539
UNINTEGRATED|g__Bacteroides.s__Bacteroides_dorei	0.00181306
UNINTEGRATED|g__Streptococcus.s__Streptococcus_vestibularis	0.00181076
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_bifidum	0.00164361
UNINTEGRATED|g__Klebsiella.s__Klebsiella_oxytoca	0.00160446
UNINTEGRATED|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0.001496
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_CAG_58	0.00146758
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_salivarius	0.00146674
UNINTEGRATED|g__Lachnoclostridium.s__Clostridium_clostridioforme	0.00144493
UNINTEGRATED|g__Anaerotignum.s__Anaerotignum_lactatifermentans	0.00144235
UNINTEGRATED|g__Asaccharobacter.s__Asaccharobacter_celatus	0.00134402
UNINTEGRATED|g__Clostridiales_unclassified.s__Clostridiales_bacterium_KLE1615	0.00127118
UNINTEGRATED|g__Bacteroides.s__Bacteroides_fragilis	0.00125818
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_sp_AF31_8BH	0.00125372
UNINTEGRATED|g__Bilophila.s__Bilophila_wadsworthia	0.00124862
UNINTEGRATED|g__Eubacterium.s__Eubacterium_eligens	0.00120313
UNINTEGRATED|g__Alistipes.s__Alistipes_putredinis	0.00117927
UNINTEGRATED|g__Prevotella.s__Prevotella_stercorea	0.00116967
UNINTEGRATED|g__Eggerthella.s__Eggerthella_sinensis	0.00111934
UNINTEGRATED|g__Lachnoclostridium.s__Clostridium_saccharolyticum	0.00111784
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_lactaris	0.00110615
UNINTEGRATED|g__Lachnoclostridium.s__Clostridium_symbiosum	0.0011003
UNINTEGRATED|g__Eggerthella.s__Eggerthella_lenta	0.00109375
UNINTEGRATED|g__Lachnoclostridium.s__Clostridium_scindens	0.00108446
UNINTEGRATED|g__Coprococcus.s__Coprococcus_catus	0.00105975
UNINTEGRATED|g__Bacteroides.s__Bacteroides_finegoldii	0.00102454
UNINTEGRATED|g__Bacteroides.s__Bacteroides_coprophilus	0.00102379
UNINTEGRATED|g__Dorea.s__Dorea_formicigenerans	0.000989296
UNINTEGRATED|g__Eubacterium.s__Eubacterium_sp_AF17_7	0.000948412
UNINTEGRATED|g__Roseburia.s__Roseburia_hominis	0.000940242
UNINTEGRATED|g__Citrobacter.s__Citrobacter_koseri	0.000932961
UNINTEGRATED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_114	0.00088601
UNINTEGRATED|g__Erysipelotrichaceae_unclassified.s__Erysipelotrichaceae_bacterium_3_1_53	0.000863625
UNINTEGRATED|g__Intestinibacter.s__Intestinibacter_bartlettii	0.000816801
UNINTEGRATED|g__Lachnoclostridium.s__Clostridium_citroniae	0.000790566
UNINTEGRATED|g__Blautia.s__Blautia_sp_N6H1_15	0.000768135
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_breve	0.000666047
UNINTEGRATED|g__Klebsiella.s__Klebsiella_aerogenes	0.00064776
UNINTEGRATED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	0.000638049
UNINTEGRATED|g__Blautia.s__Blautia_hansenii	0.000634876
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_dentium	0.000620994
UNINTEGRATED|g__Sellimonas.s__Sellimonas_intestinalis	0.000576095
UNINTEGRATED|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	0.000571277
UNINTEGRATED|g__Clostridium.s__Clostridium_sp_CAG_169	0.000563118
UNINTEGRATED|g__Streptococcus.s__Streptococcus_thermophilus	0.00055541
UNINTEGRATED|g__Enterobacter.s__Enterobacter_cloacae	0.000537715
UNINTEGRATED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_102	0.000532913
UNINTEGRATED|g__Blautia.s__Blautia_sp_CAG_257	0.000496537
UNINTEGRATED|g__Lachnospira.s__Lachnospira_pectinoschiza	0.00048761
UNINTEGRATED|g__Bacteroides.s__Bacteroides_faecis	0.000443484
UNINTEGRATED|g__Blautia.s__Blautia_sp_AF19_10LB	0.000437311
UNINTEGRATED|g__Alistipes.s__Alistipes_onderdonkii	0.000421945
UNINTEGRATED|g__Gordonibacter.s__Gordonibacter_urolithinfaciens	0.000414001
UNINTEGRATED|g__Lachnoclostridium.s__Clostridium_aldenense	0.000407434
UNINTEGRATED|g__Collinsella.s__Collinsella_tanakaei	0.000402612
UNINTEGRATED|g__Eubacterium.s__Eubacterium_sp_CAG_274	0.000386366
UNINTEGRATED|g__Lactococcus.s__Lactococcus_piscium	0.000378659
UNINTEGRATED|g__Fusobacterium.s__Fusobacterium_ulcerans	0.000364276
UNINTEGRATED|g__Streptococcus.s__Streptococcus_oralis	0.000359729
UNINTEGRATED|g__Klebsiella.s__Klebsiella_quasipneumoniae	0.00035288
UNINTEGRATED|g__Eubacterium.s__Eubacterium_sp_CAG_180	0.000335491
UNINTEGRATED|g__Roseburia.s__Roseburia_sp_CAG_471	0.000322257
UNINTEGRATED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	0.000321245
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_catenulatum	0.000278985
UNINTEGRATED|g__Erysipelatoclostridium.s__Clostridium_spiroforme	0.000262167
UNINTEGRATED|g__Bacteroides.s__Bacteroides_cellulosilyticus	0.000256768
UNINTEGRATED|g__Eubacterium.s__Eubacterium_limosum	0.000251922
UNINTEGRATED|g__Ruminococcus.s__Ruminococcus_bicirculans	0.000245228
UNINTEGRATED|g__Eubacterium.s__Eubacterium_sp_CAG_38	0.000241842
UNINTEGRATED|g__Bacteroides.s__Bacteroides_clarus	0.000239443
UNINTEGRATED|g__Raoultella.s__Raoultella_planticola	0.000234557
UNINTEGRATED|g__Leuconostoc.s__Leuconostoc_mesenteroides	0.000226812
UNINTEGRATED|g__Streptococcus.s__Streptococcus_sp_F0442	0.000220163
UNINTEGRATED|g__Streptococcus.s__Streptococcus_anginosus_group	0.000214694
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	0.000191545
UNINTEGRATED|g__Actinomyces.s__Actinomyces_sp_ICM47	0.000183977
UNINTEGRATED|g__Dorea.s__Dorea_sp_CAG_317	0.000176948
UNINTEGRATED|g__Escherichia.s__Escherichia_fergusonii	0.000173337
UNINTEGRATED|g__Haemophilus.s__Haemophilus_influenzae	0.000172023
UNINTEGRATED|g__Eubacterium.s__Eubacterium_maltosivorans	0.00015631
UNINTEGRATED|g__Veillonella.s__Veillonella_parvula	0.000154482
UNINTEGRATED|g__Streptococcus.s__Streptococcus_gordonii	0.000153603
UNINTEGRATED|g__Eubacterium.s__Eubacterium_sp_CAG_192	0.00015294
UNINTEGRATED|g__Streptococcus.s__Streptococcus_mutans	0.000147594
UNINTEGRATED|g__Blautia.s__Blautia_sp	0.000139453
UNINTEGRATED|g__Escherichia.s__Escherichia_albertii	0.000132021
UNINTEGRATED|g__Veillonella.s__Veillonella_dispar	0.000129865
UNINTEGRATED|g__Haemophilus.s__Haemophilus_parainfluenzae	0.000124319
UNINTEGRATED|g__Streptococcus.s__Streptococcus_mitis	0.000120752
UNINTEGRATED|g__Desulfovibrio.s__Desulfovibrio_piger	0.000119643
UNINTEGRATED|g__Alistipes.s__Alistipes_shahii	0.000113738
UNINTEGRATED|g__Alistipes.s__Alistipes_finegoldii	0.000111177
